timepoint,bw_date,ID,species,colony,coralID,colony_ID,home_reef,transplant_reef,collection_site,transplant_site,transplant,pale or bleached,partial mortality,mortality,months,mort,tod
T2,9/24/18,SSID 3 6,SSID,S3,6,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,alive,9,0,NA
T3,5/30/19,SSID 3 6,SSID,S3,6,NSS3,NS,NS,False Caye,False Caye,NS Native,Y,N,alive,17,0,NA
T4,8/7/23,SSID 3 6,SSID,S3,6,NSS3,NS,NS,False Caye,False Caye,NS Native,Y,N,alive,60,0,NA
T0,12/10/17,SSID 3 8,SSID,S3,8,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,9
T1,3/7/18,SSID 3 8,SSID,S3,8,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,3,0,9
T2,9/26/18,SSID 3 8,SSID,S3,8,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,9,1,9
T3,5/31/19,SSID 3 8,SSID,S3,8,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,17,1,9
T4,NA,SSID 3 8,SSID,S3,8,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,9
T0,12/10/17,SSID 3 9,SSID,S3,9,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,9
T1,3/7/18,SSID 3 9,SSID,S3,9,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,3,0,9
T2,9/26/18,SSID 3 9,SSID,S3,9,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,9,1,9
T3,,SSID 3 9,SSID,S3,9,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,17,1,9
T4,NA,SSID 3 9,SSID,S3,9,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,9
T0,12/10/17,SSID 4 1,SSID,S4,1,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,60
T1,3/8/18,SSID 4 1,SSID,S4,1,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,60
T2,9/24/18,SSID 4 1,SSID,S4,1,NSS4,NS,NS,False Caye,False Caye,NS Native,N,Y,alive,9,0,60
T3,5/30/19,SSID 4 1,SSID,S4,1,NSS4,NS,NS,False Caye,False Caye,NS Native,Y,Y,alive,17,0,60
T4,NA,SSID 4 1,SSID,S4,1,NSS4,NS,NS,False Caye,False Caye,NS Native,Y,Y,dead,60,1,60
T0,12/10/17,SSID 4 10,SSID,S4,10,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,3
T1,3/7/18,SSID 4 10,SSID,S4,10,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,missing,3,1,3
T2,9/26/18,SSID 4 10,SSID,S4,10,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,9,1,3
T3,5/31/19,SSID 4 10,SSID,S4,10,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,17,1,3
T4,NA,SSID 4 10,SSID,S4,10,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,3
T0,12/10/17,SSID 4 11,SSID,S4,11,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,9
T1,3/7/18,SSID 4 11,SSID,S4,11,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,3,0,9
T2,9/26/18,SSID 4 11,SSID,S4,11,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,9,1,9
T3,5/31/19,SSID 4 11,SSID,S4,11,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,17,1,9
T4,NA,SSID 4 11,SSID,S4,11,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,9
T0,12/10/17,SSID 4 12,SSID,S4,12,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,3
T1,3/7/18,SSID 4 12,SSID,S4,12,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,3,1,3
T2,9/26/18,SSID 4 12,SSID,S4,12,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,9,1,3
T3,,SSID 4 12,SSID,S4,12,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,17,1,3
T4,NA,SSID 4 12,SSID,S4,12,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,3
T0,12/13/17,SSID 4 16,SSID,S4,16,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,60
T1,3/6/18,SSID 4 16,SSID,S4,16,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,3,0,60
T2,9/26/18,SSID 4 16,SSID,S4,16,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,9,0,60
T3,5/31/19,SSID 4 16,SSID,S4,16,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,60
T4,NA,SSID 4 16,SSID,S4,16,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,dead,60,1,60
T0,12/13/17,SSID 4 17,SSID,S4,17,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,60
T1,3/6/18,SSID 4 17,SSID,S4,17,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,3,0,60
T2,9/26/18,SSID 4 17,SSID,S4,17,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,9,0,60
T3,5/31/19,SSID 4 17,SSID,S4,17,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,60
T4,NA,SSID 4 17,SSID,S4,17,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,dead,60,1,60
T0,12/13/17,SSID 4 18,SSID,S4,18,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,NA
T1,3/6/18,SSID 4 18,SSID,S4,18,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,3,0,NA
T2,9/26/18,SSID 4 18,SSID,S4,18,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,Y,alive,9,0,NA
T3,5/31/19,SSID 4 18,SSID,S4,18,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,Y,alive,17,0,NA
T4,8/10/23,SSID 4 18,SSID,S4,18,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,Y,alive,60,0,NA
T0,12/13/17,SSID 4 19,SSID,S4,19,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,60
T1,3/6/18,SSID 4 19,SSID,S4,19,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,3,0,60
T2,9/26/18,SSID 4 19,SSID,S4,19,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,9,0,60
T3,5/31/19,SSID 4 19,SSID,S4,19,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,Y,alive,17,0,60
T4,NA,SSID 4 19,SSID,S4,19,OSS4,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,Y,dead,60,1,60
T0,12/10/17,SSID 4 2,SSID,S4,2,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,NA
T1,3/8/18,SSID 4 2,SSID,S4,2,NSS4,NS,NS,False Caye,False Caye,NS Native,Y,N,alive,3,0,NA
T2,9/24/18,SSID 4 2,SSID,S4,2,NSS4,NS,NS,False Caye,False Caye,NS Native,Y,N,alive,9,0,NA
T3,5/30/19,SSID 4 2,SSID,S4,2,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,alive,17,0,NA
T4,8/7/23,SSID 4 2,SSID,S4,2,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,alive,60,0,NA
T0,12/13/17,SSID 4 22,SSID,S4,22,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,60
T1,3/9/18,SSID 4 22,SSID,S4,22,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,3,0,60
T2,9/25/18,SSID 4 22,SSID,S4,22,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,60
T3,5/29/19,SSID 4 22,SSID,S4,22,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,60
T4,NA,SSID 4 22,SSID,S4,22,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,dead,60,1,60
T0,12/13/17,SSID 4 23,SSID,S4,23,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,NA
T1,3/9/18,SSID 4 23,SSID,S4,23,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,3,0,NA
T2,9/25/18,SSID 4 23,SSID,S4,23,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,NA
T3,5/29/19,SSID 4 23,SSID,S4,23,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,NA
T4,8/8/23,SSID 4 23,SSID,S4,23,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,60,0,NA
T0,12/13/17,SSID 4 24,SSID,S4,24,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,NA
T1,3/9/18,SSID 4 24,SSID,S4,24,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,3,0,NA
T2,9/25/18,SSID 4 24,SSID,S4,24,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,NA
T3,5/29/19,SSID 4 24,SSID,S4,24,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,NA
T4,8/9/23,SSID 4 24,SSID,S4,24,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,60,0,NA
T0,12/13/17,SSID 4 25,SSID,S4,25,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,NA
T1,3/9/18,SSID 4 25,SSID,S4,25,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,3,0,NA
T2,9/25/18,SSID 4 25,SSID,S4,25,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,NA
T3,5/29/19,SSID 4 25,SSID,S4,25,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,NA
T4,8/9/23,SSID 4 25,SSID,S4,25,OSS4,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,60,0,NA
T0,12/10/17,SSID 4 3,SSID,S4,3,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,9
T1,3/8/18,SSID 4 3,SSID,S4,3,NSS4,NS,NS,False Caye,False Caye,NS Native,Y,N,alive,3,0,9
T2,9/24/18,SSID 4 3,SSID,S4,3,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,dead,9,1,9
T3,5/30/19,SSID 4 3,SSID,S4,3,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,dead,17,1,9
T4,NA,SSID 4 3,SSID,S4,3,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,9
T0,12/10/17,SSID 4 4,SSID,S4,4,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,9
T1,3/8/18,SSID 4 4,SSID,S4,4,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,9
T2,9/24/18,SSID 4 4,SSID,S4,4,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,dead,9,1,9
T3,5/30/19,SSID 4 4,SSID,S4,4,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,dead,17,1,9
T4,NA,SSID 4 4,SSID,S4,4,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,9
T0,12/10/17,SSID 4 5,SSID,S4,5,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,60
T1,3/8/18,SSID 4 5,SSID,S4,5,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,60
T2,9/24/18,SSID 4 5,SSID,S4,5,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,alive,9,0,60
T3,5/30/19,SSID 4 5,SSID,S4,5,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,alive,17,0,60
T4,NA,SSID 4 5,SSID,S4,5,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,60
T0,12/10/17,SSID 4 6,SSID,S4,6,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,60
T1,3/8/18,SSID 4 6,SSID,S4,6,NSS4,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,60
T2,9/24/18,SSID 4 6,SSID,S4,6,NSS4,NS,NS,False Caye,False Caye,NS Native,N,Y,alive,9,0,60
T3,5/30/19,SSID 4 6,SSID,S4,6,NSS4,NS,NS,False Caye,False Caye,NS Native,Y,Y,alive,17,0,60
T4,NA,SSID 4 6,SSID,S4,6,NSS4,NS,NS,False Caye,False Caye,NS Native,Y,Y,dead,60,1,60
T0,12/10/17,SSID 4 7,SSID,S4,7,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,3
T1,3/7/18,SSID 4 7,SSID,S4,7,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,3,1,3
T2,9/26/18,SSID 4 7,SSID,S4,7,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,9,1,3
T3,5/31/19,SSID 4 7,SSID,S4,7,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,17,1,3
T4,NA,SSID 4 7,SSID,S4,7,NSS4,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,3
T0,12/10/17,SSID 5 11,SSID,S5,11,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,60
T1,3/7/18,SSID 5 11,SSID,S5,11,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,3,0,60
T2,9/26/18,SSID 5 11,SSID,S5,11,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,9,0,60
T3,5/31/19,SSID 5 11,SSID,S5,11,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,17,0,60
T4,NA,SSID 5 11,SSID,S5,11,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,dead,60,1,60
T0,12/13/17,SSID 5 16,SSID,S5,16,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,60
T1,3/6/18,SSID 5 16,SSID,S5,16,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,3,0,60
T2,9/26/18,SSID 5 16,SSID,S5,16,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,9,0,60
T3,5/31/19,SSID 5 16,SSID,S5,16,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,60
T4,NA,SSID 5 16,SSID,S5,16,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,dead,60,1,60
T0,12/13/17,SSID 5 17,SSID,S5,17,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,NA
T1,3/6/18,SSID 5 17,SSID,S5,17,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,3,0,NA
T2,9/26/18,SSID 5 17,SSID,S5,17,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,9,0,NA
T3,5/31/19,SSID 5 17,SSID,S5,17,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,NA
T4,8/10/23,SSID 5 17,SSID,S5,17,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,60,0,NA
T0,12/13/17,SSID 5 18,SSID,S5,18,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,NA
T1,3/6/18,SSID 5 18,SSID,S5,18,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,3,0,NA
T2,9/26/18,SSID 5 18,SSID,S5,18,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,9,0,NA
T3,5/31/19,SSID 5 18,SSID,S5,18,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,NA
T4,8/10/23,SSID 5 18,SSID,S5,18,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,60,0,NA
T0,12/13/17,SSID 5 19,SSID,S5,19,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,60
T1,3/6/18,SSID 5 19,SSID,S5,19,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,Y,alive,3,0,60
T2,9/26/18,SSID 5 19,SSID,S5,19,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,Y,alive,9,0,60
T3,5/31/19,SSID 5 19,SSID,S5,19,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,Y,alive,17,0,60
T4,NA,SSID 5 19,SSID,S5,19,OSS5,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,Y,dead,60,1,60
T0,12/13/17,SSID 5 22,SSID,S5,22,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,60
T1,3/9/18,SSID 5 22,SSID,S5,22,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,3,0,60
T2,9/25/18,SSID 5 22,SSID,S5,22,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,60
T3,5/29/19,SSID 5 22,SSID,S5,22,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,Y,alive,17,0,60
T4,NA,SSID 5 22,SSID,S5,22,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,Y,dead,60,1,60
T0,12/13/17,SSID 5 23,SSID,S5,23,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,9
T1,3/9/18,SSID 5 23,SSID,S5,23,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,3,0,9
T2,9/25/18,SSID 5 23,SSID,S5,23,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,dead,9,1,9
T3,5/29/19,SSID 5 23,SSID,S5,23,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,dead,17,1,9
T4,NA,SSID 5 23,SSID,S5,23,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,dead,60,1,9
T0,12/13/17,SSID 5 24,SSID,S5,24,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,NA
T1,3/9/18,SSID 5 24,SSID,S5,24,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,3,0,NA
T2,9/25/18,SSID 5 24,SSID,S5,24,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,NA
T3,5/29/19,SSID 5 24,SSID,S5,24,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,NA
T4,8/8/23,SSID 5 24,SSID,S5,24,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,60,0,NA
T0,12/13/17,SSID 5 25,SSID,S5,25,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,NA
T1,3/9/18,SSID 5 25,SSID,S5,25,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,3,0,NA
T2,9/25/18,SSID 5 25,SSID,S5,25,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,NA
T3,5/29/19,SSID 5 25,SSID,S5,25,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,NA
T4,8/9/23,SSID 5 25,SSID,S5,25,OSS5,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,60,0,NA
T0,12/10/17,SSID 5 3,SSID,S5,3,NSS5,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,60
T1,3/8/18,SSID 5 3,SSID,S5,3,NSS5,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,60
T2,9/24/18,SSID 5 3,SSID,S5,3,NSS5,NS,NS,False Caye,False Caye,NS Native,N,N,alive,9,0,60
T3,5/30/19,SSID 5 3,SSID,S5,3,NSS5,NS,NS,False Caye,False Caye,NS Native,N,N,alive,17,0,60
T4,NA,SSID 5 3,SSID,S5,3,NSS5,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,60
T0,12/10/17,SSID 5 4,SSID,S5,4,NSS5,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,NA
T1,3/8/18,SSID 5 4,SSID,S5,4,NSS5,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,NA
T2,9/24/18,SSID 5 4,SSID,S5,4,NSS5,NS,NS,False Caye,False Caye,NS Native,Y,N,alive,9,0,NA
T3,5/30/19,SSID 5 4,SSID,S5,4,NSS5,NS,NS,False Caye,False Caye,NS Native,N,Y,alive,17,0,NA
T4,8/7/23,SSID 5 4,SSID,S5,4,NSS5,NS,NS,False Caye,False Caye,NS Native,N,Y,alive,60,0,NA
T0,12/10/17,SSID 5 5,SSID,S5,5,NSS5,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,NA
T1,3/8/18,SSID 5 5,SSID,S5,5,NSS5,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,NA
T2,9/24/18,SSID 5 5,SSID,S5,5,NSS5,NS,NS,False Caye,False Caye,NS Native,Y,N,alive,9,0,NA
T3,5/30/19,SSID 5 5,SSID,S5,5,NSS5,NS,NS,False Caye,False Caye,NS Native,N,Y,alive,17,0,NA
T4,8/7/23,SSID 5 5,SSID,S5,5,NSS5,NS,NS,False Caye,False Caye,NS Native,N,Y,alive,60,0,NA
T0,12/10/17,SSID 5 6,SSID,S5,6,NSS5,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,17
T1,3/8/18,SSID 5 6,SSID,S5,6,NSS5,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,17
T2,9/24/18,SSID 5 6,SSID,S5,6,NSS5,NS,NS,False Caye,False Caye,NS Native,Y,Y,alive,9,0,17
T3,5/30/19,SSID 5 6,SSID,S5,6,NSS5,NS,NS,False Caye,False Caye,NS Native,N,N,dead,17,1,17
T4,NA,SSID 5 6,SSID,S5,6,NSS5,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,17
T0,12/10/17,SSID 5 7,SSID,S5,7,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,3
T1,3/7/18,SSID 5 7,SSID,S5,7,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,3,1,3
T2,9/26/18,SSID 5 7,SSID,S5,7,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,9,1,3
T3,,SSID 5 7,SSID,S5,7,NSS5,NS,NS,False Caye,False Caye,NS Native,N,N,dead,17,1,3
T4,NA,SSID 5 7,SSID,S5,7,NSS5,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,3
T0,12/10/17,SSID 5 8,SSID,S5,8,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,3
T1,3/7/18,SSID 5 8,SSID,S5,8,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,3,1,3
T2,9/26/18,SSID 5 8,SSID,S5,8,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,9,1,3
T3,5/31/19,SSID 5 8,SSID,S5,8,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,17,1,3
T4,NA,SSID 5 8,SSID,S5,8,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,3
T0,12/10/17,SSID 5 9,SSID,S5,9,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,60
T1,3/7/18,SSID 5 9,SSID,S5,9,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,3,0,60
T2,9/26/18,SSID 5 9,SSID,S5,9,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,9,0,60
T3,5/31/19,SSID 5 9,SSID,S5,9,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,17,0,60
T4,NA,SSID 5 9,SSID,S5,9,NSS5,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,dead,60,1,60
T0,12/10/17,SSID 6 1,SSID,S6,1,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,9
T1,3/8/18,SSID 6 1,SSID,S6,1,NSS6,NS,NS,False Caye,False Caye,NS Native,N,Y,alive,3,0,9
T2,9/24/18,SSID 6 1,SSID,S6,1,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,dead,9,1,9
T3,5/30/19,SSID 6 1,SSID,S6,1,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,dead,17,1,9
T4,NA,SSID 6 1,SSID,S6,1,NSS6,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,9
T0,12/10/17,SSID 6 10,SSID,S6,10,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,17
T1,3/7/18,SSID 6 10,SSID,S6,10,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,3,0,17
T2,9/26/18,SSID 6 10,SSID,S6,10,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,9,0,17
T3,,SSID 6 10,SSID,S6,10,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,17,1,17
T4,NA,SSID 6 10,SSID,S6,10,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,17
T0,12/10/17,SSID 6 11,SSID,S6,11,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,60
T1,3/7/18,SSID 6 11,SSID,S6,11,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,3,0,60
T2,9/26/18,SSID 6 11,SSID,S6,11,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,9,0,60
T3,5/31/19,SSID 6 11,SSID,S6,11,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,17,0,60
T4,NA,SSID 6 11,SSID,S6,11,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,dead,60,1,60
T0,12/10/17,SSID 6 12,SSID,S6,12,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,9
T1,3/7/18,SSID 6 12,SSID,S6,12,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,Y,Y,alive,3,0,9
T2,9/26/18,SSID 6 12,SSID,S6,12,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,9,1,9
T3,,SSID 6 12,SSID,S6,12,NSS6,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,17,1,9
